Time (s);Force-X (N);Force-Y (N);
0.0102801;237.3;27.8;
0.0102807;232.8;30.11;
0.0102813;228.6;32.31;
0.0102819;224.5;34.43;
0.0102825;220.7;36.45;
0.0102831;217.1;38.37;
0.0102837;213.8;40.18;
0.0102843;210.7;41.91;
0.010285;206.6;44.23;
0.0102856;203.9;45.8;
0.0102861;201.3;47.35;
0.0102867;198.9;48.86;
0.0102872;196.7;50.33;
0.0102878;194.6;51.77;
0.0102883;192.7;53.16;
0.0102889;190.9;54.51;
0.0102894;189.2;55.82;
0.0102901;187.4;57.38;
0.0102907;185.8;58.93;
0.0102914;184.4;60.43;
0.0102921;183.2;61.86;
0.0102927;182.2;63.23;
0.0102933;181.3;64.54;
0.010294;180.7;65.77;
0.0102946;180.2;66.95;
0.0102952;179.9;68.03;
0.0102958;179.8;69.08;
0.0102963;179.8;70.04;
0.0102969;179.9;70.93;
0.0102974;180.1;71.76;
0.0102979;180.4;72.48;
0.0102984;180.7;73.14;
0.0102989;181.2;73.75;
0.0102993;181.7;74.29;
0.0102998;182.3;74.78;
0.0103003;183;75.28;
0.0103008;183.8;75.74;
0.0103013;184.7;76.16;
0.0103018;185.6;76.51;
0.0103022;186.7;76.81;
0.0103027;187.7;77.05;
0.0103032;188.9;77.23;
0.0103037;190.1;77.36;
0.0103042;191.3;77.44;
0.0103046;192.5;77.46;
0.010305;193.6;77.44;
0.0103055;195.1;77.35;
0.010306;196.5;77.2;
0.0103065;198;77;
0.010307;199.5;76.74;
0.0103075;201.1;76.42;
0.010308;202.6;76.03;
0.0103084;204.1;75.6;
0.0103089;205.6;75.14;
0.0103093;207;74.63;
0.0103098;208.4;74.08;
0.0103102;209.8;73.48;
0.0103107;211.1;72.85;
0.0103111;212.5;72.18;
0.0103116;213.8;71.47;
0.010312;215.1;70.74;
0.0103125;216.4;70;
0.0103129;217.5;69.24;
0.0103133;218.8;68.4;
0.0103138;219.9;67.58;
0.0103144;221.4;66.41;
0.0103151;223.1;65.03;
0.0103157;224.6;63.64;
0.0103164;226;62.26;
0.0103171;227.3;60.89;
0.0103178;228.4;59.54;
0.0103185;229.5;58.21;
0.0103191;230.4;56.96;
0.0103197;231.2;55.78;
0.0103204;231.9;54.65;
0.0103209;232.5;53.63;
0.0103216;233.1;52.57;
0.0103222;233.6;51.54;
0.0103228;234;50.54;
0.0103233;234.4;49.58;
0.0103241;234.8;48.32;
0.0103248;235.2;47.23;
0.0103254;235.5;46.12;
0.0103261;235.8;44.89;
0.0103268;236.1;43.6;
0.0103275;236.4;42.19;
0.0103283;236.7;40.69;
0.010329;237;39.1;
0.0103297;237.4;37.38;
0.0103305;237.8;35.28;
0.0103313;238.4;32.97;
0.0103321;239;30.49;
0.0103328;239.7;27.84;
0.0103336;240.5;25.02;
0.0103344;241.5;22.06;
0.0103351;242.5;19.02;
0.0103357;243.3;16.44;
0.0103363;244.5;13.35;
0.010337;245.7;10.11;
0.0103377;247;6.794;
0.0103383;248.4;3.364;
0.0103389;249.8;0.1936;
0.0103395;251.2;-3.083;
0.0103401;252.8;-6.448;
0.0103407;254.4;-9.903;
0.0103414;256.7;-14.81;
0.0103422;259;-19.6;
0.0103429;261.4;-24.35;
0.0103437;263.8;-29.15;
0.0103444;266.3;-34;
0.0103451;268.8;-38.98;
0.0103458;271.3;-44.01;
0.0103464;273.9;-49.14;
0.0103471;276.5;-54.36;
0.0103479;279.3;-60.2;
0.0103486;282.1;-66.17;
0.0103494;284.9;-72.21;
0.0103501;287.5;-78.28;
0.0103508;290.1;-84.35;
0.0103515;292.5;-90.37;
0.0103522;294.8;-96.3;
0.0103529;296.9;-102.1;
0.0103535;298.9;-107.8;
0.0103542;300.8;-113.6;
0.0103549;302.6;-119.4;
0.0103555;304.2;-124.9;
0.0103562;305.6;-130.1;
0.0103568;306.8;-134.9;
0.0103574;307.8;-139.2;
0.0103579;308.6;-143;
0.0103584;309.2;-146.5;
0.0103589;309.6;-149.2;
0.0103594;310;-152.2;
0.0103599;310.2;-154.7;
0.0103604;310.2;-156.8;
0.0103609;310.2;-158.7;
0.0103614;309.9;-160.2;
0.0103619;309.5;-161.3;
0.0103624;309;-162;
0.0103629;308.3;-162.2;
0.0103635;307.2;-162;
0.0103642;305.9;-161;
0.0103648;304.4;-159.4;
0.0103654;302.6;-157.1;
0.0103659;300.7;-154.2;
0.0103665;298.6;-150.8;
0.0103671;296.2;-146.7;
0.0103676;293.8;-142.2;
0.0103682;291.2;-137.2;
0.0103687;288.2;-131.4;
0.0103693;285.1;-125.3;
0.0103698;282.1;-118.9;
0.0103704;278.6;-111.8;
0.0103709;275;-104.3;
0.0103714;271.4;-96.7;
0.010372;267.8;-88.89;
0.0103724;264.1;-81.13;
0.0103729;260.4;-73.2;
0.0103735;256.3;-64.72;
0.010374;252.1;-55.9;
0.0103745;247.8;-46.98;
0.010375;243.5;-38.15;
0.0103755;239.2;-29.52;
0.010376;235;-21.1;
0.0103765;230.8;-12.91;
0.010377;226.6;-4.94;
0.0103774;222.4;2.834;
0.0103782;215.2;15.67;
0.0103789;209;26.36;
0.0103796;202.7;36.44;
0.0103803;196.5;45.83;
0.0103809;190.3;54.5;
0.0103816;184.2;62.35;
0.0103822;178.3;69.36;
0.0103828;172.4;75.5;
0.0103835;166.7;80.72;
0.0103842;159.5;86.28;
0.010385;152.3;90.71;
0.0103858;145.2;93.84;
0.0103865;138.5;95.75;
0.0103872;132;96.61;
0.0103879;125.5;96.54;
0.0103885;119.3;95.63;
0.0103892;113;93.91;
0.0103898;106.8;91.5;
0.0103905;100.3;88.21;
0.0103912;93.86;84.22;
0.0103919;87.54;79.71;
0.0103925;81.43;74.82;
0.0103931;75.56;69.66;
0.0103937;69.93;64.32;
0.0103943;64.58;58.93;
0.0103949;59.37;53.39;
0.0103954;54.46;47.93;
0.010396;49.85;42.59;
0.0103965;45.45;37.34;
0.0103971;40.08;30.69;
0.0103977;35.45;24.78;
0.0103983;30.96;18.89;
0.0103989;26.68;13.14;
0.0103995;22.61;7.559;
0.0104;18.77;2.17;
0.0104006;15.18;-2.965;
0.0104012;11.84;-7.822;
0.0104017;8.783;-12.35;
0.0104024;5.362;-17.51;
0.0104031;2.311;-22.19;
0.0104038;-0.2885;-26.27;
0.0104045;-2.487;-29.76;
0.0104052;-4.321;-32.71;
0.0104058;-5.81;-35.12;
0.0104065;-6.949;-36.96;
0.0104071;-7.785;-38.29;
0.0104077;-8.343;-39.14;
0.0104084;-8.64;-39.5;
0.0104091;-8.655;-39.33;
0.0104098;-8.411;-38.65;
0.0104104;-7.982;-37.59;
0.010411;-7.429;-36.27;
0.0104115;-6.852;-34.89;
0.010412;-6.139;-33.19;
0.0104124;-5.386;-31.39;
0.0104129;-4.561;-29.39;
0.0104135;-3.484;-26.77;
0.0104142;-2.117;-23.4;
0.0104148;-0.701;-19.85;
0.0104155;0.799;-16.05;
0.0104161;2.326;-12.12;
0.0104167;3.848;-8.166;
0.0104173;5.35;-4.225;
0.0104179;6.852;-0.257;
0.0104185;8.355;3.732;
0.010419;9.854;7.729;
0.0104196;11.36;11.74;
0.0104201;12.89;15.81;
0.0104207;14.38;19.76;
0.0104212;15.9;23.77;
0.0104217;17.41;27.74;
0.0104222;18.93;31.67;
0.0104227;20.41;35.51;
0.0104232;21.88;39.25;
0.0104237;23.34;42.96;
0.0104242;24.77;46.53;
0.0104247;26.18;50.06;
0.0104251;27.59;53.52;
0.0104255;28.97;56.91;
0.010426;30.34;60.24;
0.0104264;31.53;63.13;
0.010427;33.49;67.82;
0.0104276;35.34;72.23;
0.0104281;37.11;76.43;
0.0104286;38.85;80.54;
0.0104292;40.62;84.74;
0.0104297;42.41;88.97;
0.0104303;44.2;93.25;
0.0104308;46.01;97.54;
0.0104313;47.85;102;
0.0104319;49.71;106.4;
0.0104324;51.59;110.9;
0.0104329;53.25;115;
0.0104335;55.53;120.5;
0.0104342;57.85;126.2;
0.0104348;60.16;131.8;
0.0104354;62.49;137.5;
0.0104361;64.86;143.3;
0.0104367;67.3;149.1;
0.0104373;69.79;155;
0.0104379;72.34;161;
0.0104385;74.93;166.9;
0.0104391;77.59;172.8;
0.0104397;80.31;178.6;
0.0104402;83.13;184.5;
0.0104408;86.03;190.3;
0.0104413;89.03;196.1;
0.0104419;92.16;201.9;
0.0104424;95.37;207.6;
0.0104429;98.67;213.2;
0.0104434;102.1;218.8;
0.010444;105.6;224.3;
0.0104447;111.2;232.6;
0.0104455;116.9;240.5;
0.0104462;122.8;248;
0.0104469;128.7;255.2;
0.0104475;134.9;262.2;
0.0104482;141.2;268.9;
0.0104489;147.9;275.6;
0.0104496;154.7;281.9;
0.0104503;163.1;289.3;
0.010451;171.2;296;
0.0104516;178;301.2;
0.0104522;185;306.4;
0.0104528;192.2;311.3;
0.0104534;199.5;316.1;
0.010454;206.8;320.7;
0.0104546;214.3;325;
0.0104552;221.9;329.2;
0.0104558;229.5;333.1;
0.0104566;239.2;337.7;
0.0104573;248.6;341.8;
0.0104581;257.9;345.4;
0.0104588;267;348.6;
0.0104595;275.9;351.3;
0.0104602;284.6;353.6;
0.0104609;292.9;355.3;
0.0104616;300.9;356.6;
0.0104622;308.6;357.5;
0.0104629;316.1;357.8;
0.0104635;323.5;357.7;
0.0104642;330.7;357.2;
0.0104648;337.6;356.1;
0.0104655;344.2;354.5;
0.0104661;350.5;352.5;
0.0104667;356.6;350;
0.0104673;362.4;347;
0.0104679;368;343.6;
0.0104685;373.2;339.9;
0.0104691;378.1;335.8;
0.0104696;382.8;331.4;
0.01047;385.8;328.3;
0.0104706;390.5;323;
0.0104711;395;317.2;
0.0104717;399.4;311.1;
0.0104723;403.5;304.8;
0.0104728;407.4;298.1;
0.0104734;411.1;291.3;
0.0104739;414.5;284.6;
0.0104744;417.8;277.6;
0.010475;421.7;268.8;
0.0104756;425.4;259.7;
0.0104763;428.9;250.5;
0.0104768;432.1;241.7;
0.0104774;435.1;232.9;
0.0104779;437.9;224.3;
0.0104785;440.6;215.7;
0.010479;443.2;207.2;
0.0104795;445.7;198.8;
0.0104801;448.3;189.4;
0.0104808;450.9;179.9;
0.0104814;453.4;170.9;
0.0104819;455.6;162.5;
0.0104825;457.7;154.4;
0.010483;459.7;146.7;
0.0104836;461.7;139.3;
0.0104841;463.5;132.4;
0.0104846;465.2;126;
0.0104851;466.9;119.8;
0.0104857;468.6;113.9;
0.0104862;470.2;108.5;
0.0104867;471.8;103.5;
0.0104872;473.3;99.04;
0.0104877;474.7;95.01;
0.0104881;476.2;91.34;
0.0104886;477.6;88.06;
0.0104891;478.9;85.27;
0.0104896;480.4;82.76;
0.0104901;481.8;80.5;
0.0104905;483.2;78.77;
0.010491;484.6;77.42;
0.0104914;486;76.34;
0.0104918;487.4;75.56;
0.0104923;488.9;75.08;
0.0104927;490.4;74.88;
0.0104932;491.9;74.94;
0.0104936;493.5;75.24;
0.0104941;495.4;75.9;
0.0104947;497.7;77.05;
0.0104952;500;78.51;
0.0104958;502.4;80.23;
0.0104963;504.8;82.14;
0.0104968;507.1;84.13;
0.0104973;509.5;86.27;
0.0104977;512;88.54;
0.0104982;514.7;90.98;
0.0104988;518.2;94.18;
0.0104994;521.8;97.49;
0.0105;525.6;100.9;
0.0105006;529.7;104.4;
0.0105012;533.8;107.8;
0.0105018;538.2;111.3;
0.0105023;542.7;114.6;
0.0105029;547.2;117.7;
0.0105034;551.7;120.7;
0.0105039;556.7;123.7;
0.0105045;561.9;126.6;
0.0105051;567.4;129.3;
0.0105056;572.5;131.6;
0.0105061;578;133.8;
0.0105066;583.6;135.8;
0.0105072;589.3;137.6;
0.0105077;595.1;139.1;
0.0105082;600.7;140.4;
0.0105086;606.4;141.4;
0.0105091;612.2;142.1;
0.0105096;617.9;142.7;
0.01051;623.8;143.1;
0.0105105;629.3;143.2;
0.0105109;634.9;143.2;
0.0105113;640.5;143;
0.0105118;646.2;142.6;
0.0105122;652;141.9;
0.0105124;655.4;141.5;
0.0105126;657.5;141.2;
0.0105127;659.5;140.9;
0.0105132;666.9;139.6;
0.010514;677.5;137.3;
0.0105147;687.9;134.5;
0.0105154;698.4;131.2;
0.0105161;708.9;127.4;
0.0105169;719.5;123.2;
0.0105176;730.2;118.5;
0.0105183;740.8;113.5;
0.010519;751.3;108.2;
0.0105198;763.1;101.9;
0.0105206;774.6;95.4;
0.0105213;785.4;89.11;
0.010522;795.9;82.81;
0.0105227;806.1;76.52;
0.0105234;816.1;70.27;
0.0105241;825.8;64.18;
0.0105248;835.3;58.29;
0.0105255;844.3;52.66;
0.0105261;852.7;47.56;
0.0105267;860.4;42.97;
0.0105273;867.9;38.71;
0.0105279;874.9;34.88;
0.0105284;881.6;31.4;
0.010529;887.9;28.33;
0.0105296;894;25.63;
0.0105302;899.7;23.37;
0.0105307;904.9;21.58;
0.0105312;909.8;20.21;
0.010532;916.3;18.93;
0.0105327;922;18.48;
0.0105333;926.1;18.69;
0.0105339;929.7;19.37;
0.0105346;933.8;20.95;
0.0105354;937.5;23.45;
0.0105362;940.5;26.72;
0.0105369;942.7;30.72;
0.0105377;944.3;35.25;
0.0105384;945.3;40.11;
0.010539;945.8;45.32;
0.0105397;945.8;50.95;
0.0105404;945.4;56.79;
0.010541;944.6;62.85;
0.0105416;943.6;69.2;
0.0105422;942.2;75.69;
0.0105429;940.6;82.22;
0.0105434;938.8;88.67;
0.010544;936.9;95.13;
0.0105446;934.8;101.6;
0.0105452;932.5;108.1;
0.0105457;930.3;114.4;
0.0105464;926.9;123.3;
0.0105472;923.5;131.8;
0.0105479;920;140.2;
0.0105486;916.5;148.3;
0.0105493;913;156.3;
0.01055;909.5;164;
0.0105507;906;171.3;
0.0105514;902.5;178.5;
0.010552;899.2;185.4;
0.0105528;895.2;193.2;
0.0105535;891.4;200.7;
0.0105543;887.6;207.7;
0.010555;884;214.2;
0.0105557;880.6;220.3;
0.0105564;877.3;226;
0.010557;874.1;231.3;
0.0105577;871.1;236.2;
0.0105583;868.2;240.8;
0.010559;865.1;245.6;
0.0105597;862;250.1;
0.0105604;859;254.2;
0.010561;856.2;258;
0.0105617;853.5;261.5;
0.0105624;850.9;264.6;
0.010563;848.5;267.4;
0.0105636;846.3;269.8;
0.0105642;844.1;272;
0.0105648;842;273.9;
0.0105655;840;275.6;
0.0105661;838.2;276.9;
0.0105667;836.5;278.1;
0.0105672;835;278.9;
0.0105678;833.5;279.5;
0.0105684;832.2;280;
0.0105689;831;280.2;
0.0105694;829.9;280.2;
0.0105698;829.2;280.2;
0.0105704;828.1;279.9;
0.010571;827.1;279.4;
0.0105716;826.1;278.7;
0.0105722;825.3;277.8;
0.0105728;824.5;276.7;
0.0105735;823.8;275.5;
0.0105741;823.1;274.1;
0.0105747;822.5;272.6;
0.0105754;821.8;270.6;
0.0105761;821.1;268.5;
0.0105768;820.5;266.4;
0.0105775;819.9;264.1;
0.0105782;819.2;261.7;
0.0105788;818.5;259.3;
0.0105795;817.8;256.8;
0.0105801;817.1;254.3;
0.0105808;816.3;251.8;
0.0105814;815.3;249;
0.0105821;814.2;245.8;
0.0105828;813;242.7;
0.0105835;811.7;239.5;
0.0105842;810.4;236.3;
0.0105848;809;233;
0.0105854;807.6;229.9;
0.010586;806.1;226.7;
0.0105866;804.6;223.4;
0.0105872;802.7;219.5;
0.0105879;800.6;215.4;
0.0105886;798.5;211.2;
0.0105892;796.4;207.2;
0.0105898;794.3;203.3;
0.0105904;792.1;199.2;
0.010591;789.8;195.2;
0.0105915;787.6;191.1;
0.0105919;786;188.5;
0.0105924;783.5;184.2;
0.010593;781.2;180.3;
0.0105935;778.7;176.1;
0.010594;776.1;172;
0.0105945;773.6;167.9;
0.0105951;771;163.9;
0.0105956;768.4;160;
0.010596;765.7;156.1;
0.0105966;762.7;151.7;
0.0105971;759.5;147.3;
0.0105977;756.3;142.9;
0.0105982;753;138.5;
0.0105988;749.8;134.3;
0.0105993;746.5;130.2;
0.0105998;743.2;126.1;
0.0106003;739.9;122.1;
0.0106008;736.6;118.3;
0.0106013;733.4;114.6;
0.0106018;730.3;111;
0.0106022;727.1;107.5;
0.0106027;724;104.1;
0.0106031;721;100.7;
0.0106035;718;97.46;
0.0106039;715.1;94.25;
0.0106043;712.2;91.1;
0.0106047;709.3;87.98;
0.0106051;706.3;84.73;
0.0106056;702.8;80.79;
0.0106064;697.3;74.7;
0.0106071;692;68.64;
0.0106078;686.9;62.6;
0.0106085;682;56.52;
0.0106091;677.1;50.28;
0.0106098;672.3;43.81;
0.0106105;667.7;37.4;
0.0106111;663.3;30.82;
0.0106117;659;23.99;
0.0106123;654.8;17.15;
0.0106129;650.9;10.31;
0.0106135;647.1;3.233;
0.0106139;644.3;-2.18;
0.0106143;641.8;-7.321;
0.0106147;639.2;-12.59;
0.0106151;636.7;-17.98;
0.0106155;634.3;-23.47;
0.0106159;632;-28.98;
0.0106163;629.7;-34.51;
0.0106167;627.5;-40.11;
0.0106171;625.3;-45.69;
0.0106174;623.3;-51.19;
0.0106178;621.4;-56.49;
0.0106181;619.6;-61.81;
0.0106185;617.9;-66.94;
0.0106188;616.2;-71.99;
0.0106191;614.7;-76.97;
0.0106194;613.2;-81.88;
0.0106197;611.8;-86.7;
0.01062;610.4;-91.29;
0.0106203;609.2;-95.79;
0.0106206;608;-100.2;
0.0106209;606.8;-104.6;
0.0106212;605.7;-109;
0.0106214;604.6;-113.3;
0.0106217;603.6;-117.6;
0.010622;602.6;-121.7;
0.0106223;601.6;-125.8;
0.0106225;600.8;-129.7;
0.0106228;599.9;-133.6;
0.0106232;598.5;-140.3;
0.0106237;597.2;-146.7;
0.0106241;596.2;-152.4;
0.0106245;595.1;-158.4;
0.010625;594.2;-164.1;
0.0106254;593.4;-169.4;
0.0106258;592.6;-174.5;
0.0106262;592;-179.4;
0.0106266;591.5;-184;
0.010627;591;-188.4;
0.0106274;590.6;-192.6;
0.0106278;590.4;-196.4;
0.0106282;590.2;-200;
0.0106285;590;-203.4;
0.0106289;590;-206.5;
0.0106293;590;-209.3;
0.0106297;590.1;-211.8;
0.01063;590.2;-214.1;
0.0106303;590.5;-216.2;
0.0106307;590.7;-218.2;
0.0106311;591.1;-219.9;
0.0106314;591.5;-221.4;
0.0106319;592.1;-223.3;
0.0106326;593.3;-225.3;
0.0106334;594.7;-226.6;
0.0106341;596.3;-227.2;
0.0106348;598.2;-227.1;
0.0106355;600.2;-226.4;
0.0106362;602.4;-225.1;
0.0106368;604.7;-223.4;
0.0106375;607.3;-221.4;
0.0106383;610.3;-218.6;
0.010639;613.6;-215.3;
0.0106398;617;-211.9;
0.0106405;620.7;-208.1;
0.0106412;624.4;-204.1;
0.0106419;628.3;-200;
0.0106426;632.3;-196;
0.0106433;636.3;-191.8;
0.0106439;640.5;-187.6;
0.0106446;644.8;-183.3;
0.0106453;649.3;-178.9;
0.010646;653.9;-174.4;
0.0106466;658.5;-169.9;
0.0106473;663;-165.6;
0.0106479;667.6;-161.2;
0.0106485;672;-157;
0.0106491;676.4;-152.8;
0.0106497;680.5;-148.8;
0.0106502;684.7;-144.5;
0.0106508;689;-140.2;
0.0106514;693.2;-135.8;
0.010652;697.4;-131.2;
0.0106526;701.4;-126.7;
0.0106532;705.3;-122.1;
0.0106537;708.9;-117.6;
0.0106541;711.4;-114.2;
0.0106548;715.6;-108.4;
0.0106555;719.5;-102.4;
0.0106562;723;-96.42;
0.0106568;726.1;-90.41;
0.0106575;728.8;-84.62;
0.0106581;731.1;-78.78;
0.0106587;733.1;-72.91;
0.0106593;734.7;-67.11;
0.01066;736.3;-59.89;
0.0106608;737.3;-52.45;
0.0106615;737.7;-45.33;
0.0106621;737.7;-38.4;
0.0106628;737.1;-31.7;
0.0106635;736.2;-25.3;
0.0106641;734.8;-19.29;
0.0106647;733.2;-13.65;
0.0106652;731.3;-8.232;
0.0106658;728.9;-2.757;
0.0106664;726.2;2.507;
0.010667;723.2;7.561;
0.0106676;719.9;12.28;
0.0106681;716.5;16.6;
0.0106686;712.9;20.5;
0.0106691;709;24.3;
0.0106693;708.2;25.06;
0.0106694;707.2;25.9;
0.0106695;706.5;26.51;
0.01067;702.6;29.65;
0.0106707;696.8;33.64;
0.0106713;691.2;36.84;
0.0106718;686.3;39.21;
0.0106725;679.8;41.81;
0.0106732;672.1;44.15;
0.010674;664.1;45.85;
0.0106747;655.9;46.89;
0.0106754;647.7;47.3;
0.0106761;639.3;47.12;
0.0106768;630.8;46.39;
0.0106775;622.5;45.18;
0.0106782;614.1;43.51;
0.0106789;604.3;41.01;
0.0106797;594.4;37.95;
0.0106805;584.7;34.48;
0.0106812;575.2;30.69;
0.0106819;566;26.64;
0.0106826;557.1;22.38;
0.0106832;548.4;18.02;
0.0106839;540.3;13.77;
0.0106845;532.6;9.527;
0.0106852;524;4.655;
0.0106859;515.3;-0.4358;
0.0106866;507;-5.413;
0.0106873;499.1;-10.16;
0.0106879;491.8;-14.58;
0.0106885;485.1;-18.69;
0.0106892;478.7;-22.5;
0.0106898;472.8;-26;
0.0106904;467.3;-29.19;
0.0106909;462.1;-32.07;
0.0106915;457.3;-34.62;
0.010692;452.8;-36.85;
0.0106926;448.7;-38.75;
0.0106931;444.9;-40.32;
0.0106936;441.5;-41.59;
0.0106941;438.3;-42.55;
0.0106947;435.3;-43.21;
0.0106951;432.6;-43.6;
0.0106956;430.2;-43.71;
0.0106959;428.7;-43.65;
0.0106966;425.8;-43.18;
0.0106972;423.3;-42.26;
0.0106979;421.1;-40.96;
0.0106985;419.2;-39.28;
0.0106991;417.6;-37.3;
0.0106997;416.2;-35.06;
0.0107002;415;-32.7;
0.0107007;414.1;-30.25;
0.0107012;413.3;-27.77;
0.0107016;412.6;-25.35;
0.0107022;411.8;-21.96;
0.0107028;411.1;-18.4;
0.0107033;410.4;-14.7;
0.0107039;409.9;-10.91;
0.0107044;409.3;-7.072;
0.010705;408.8;-3.18;
0.0107055;408.3;0.7596;
0.010706;407.7;4.683;
0.0107067;407;9.264;
0.0107073;406.3;13.92;
0.0107079;405.5;18.47;
0.0107084;404.6;22.92;
0.010709;403.7;27.17;
0.0107096;402.7;31.24;
0.0107101;401.6;35.17;
0.0107106;400.4;38.9;
0.0107111;399.2;42.5;
0.0107116;397.9;45.95;
0.010712;396.6;49.25;
0.0107125;395.2;52.44;
0.0107129;393.7;55.49;
0.0107134;392.2;58.45;
0.0107138;390.6;61.36;
0.0107142;389;64.16;
0.0107146;387.3;66.87;
0.010715;385.7;69.51;
0.0107156;382.7;73.94;
0.0107163;379.3;78.77;
0.010717;375.6;83.71;
0.0107177;371.7;88.74;
0.0107184;367.6;93.83;
0.0107192;363.5;99.02;
0.0107198;359.3;104.3;
0.0107205;355;109.7;
0.0107211;350.8;115.3;
0.0107218;346.3;121.3;
0.0107225;341.6;127.7;
0.0107232;337;134.2;
0.0107239;332.4;141;
0.0107245;327.9;148;
0.0107251;323.5;155.1;
0.0107258;319.2;162.2;
0.0107264;315;169.5;
0.010727;310.9;176.8;
0.0107275;306.8;184.3;
0.0107281;302.8;192;
0.0107287;298.8;199.8;
0.0107293;295;207.5;
0.0107299;291.2;215.1;
0.0107304;287.6;222.6;
0.0107309;284.1;230;
0.0107315;280.7;237.3;
0.0107323;275.2;248.9;
0.010733;270.9;258.1;
0.0107337;266.6;267.1;
0.0107344;262.6;275.2;
0.010735;259;282.5;
0.0107356;255.5;289.2;
0.0107362;252.2;295.3;
0.0107367;249.2;300.5;
0.0107374;245.4;306.6;
0.010738;241.9;311.8;
0.0107387;238.4;316.3;
0.0107394;235.1;319.8;
0.01074;232;322.5;
0.0107407;229.1;324.3;
0.0107413;226.3;325.3;
0.0107419;223.7;325.4;
0.0107425;221.3;324.8;
0.0107432;218.7;323.1;
0.0107439;216.3;320.4;
0.0107445;214.1;316.8;
0.0107452;212.1;312.2;
0.0107458;210.4;306.9;
0.0107465;208.8;300.9;
0.0107471;207.5;294.1;
0.0107477;206.5;286.8;
0.0107483;205.6;279;
0.010749;204.9;269.6;
0.0107496;204.4;259.4;
0.0107503;204.2;249;
0.0107509;204.2;238.1;
0.0107516;204.4;226.7;
0.0107522;204.9;215;
0.0107528;205.6;203.1;
0.0107534;206.6;191.2;
0.010754;207.7;179.8;
0.0107545;209;167.9;
0.0107551;210.4;156.6;
0.0107556;212;145.6;
0.0107562;213.8;133.9;
0.0107567;215.7;123;
0.0107572;217.8;111.9;
0.0107577;220;101.1;
0.0107582;222.3;90.36;
0.0107587;224.8;79.96;
0.0107592;227.4;69.84;
0.0107597;230;60.08;
0.0107602;232.8;50.51;
0.0107606;235.6;41.12;
0.010761;238.2;33.39;
0.0107617;242.5;20.93;
0.0107623;247.1;8.871;
0.0107629;251.6;-2.203;
0.0107635;256.4;-13.09;
0.0107641;261.4;-23.24;
0.0107647;266.6;-33.21;
0.0107652;271.6;-42.05;
0.0107658;277.1;-50.95;
0.0107665;283.9;-60.86;
0.0107672;291.1;-70.26;
0.0107679;298.4;-78.79;
0.0107686;305.9;-86.45;
0.0107692;313.5;-93.21;
0.0107699;321.1;-99.08;
0.0107705;328.7;-104.1;
0.0107712;336.2;-108.2;
0.0107718;343.8;-111.6;
0.0107723;351.1;-114.1;
0.0107729;358.4;-115.9;
0.0107735;365.7;-117.1;
0.0107741;373.5;-117.7;
0.0107747;382.5;-117.4;
0.0107754;391.4;-116.2;
0.0107761;400.1;-114.2;
0.0107767;408.5;-111.3;
0.0107773;416.9;-107.6;
0.010778;425;-103.3;
0.0107786;432.9;-98.2;
0.0107792;440.6;-92.56;
0.0107799;449.2;-85.24;
0.0107806;457.4;-77.37;
0.0107812;465.1;-69.02;
0.0107819;472.3;-60.53;
0.0107825;479;-51.69;
0.0107831;485.1;-43.14;
0.0107836;490.8;-34.47;
0.0107842;496.3;-25.42;
0.0107847;501.5;-16.23;
0.0107852;506.1;-7.77;
0.010786;512.5;5.096;
0.0107867;518.5;17.93;
0.0107875;523.9;30.59;
0.0107882;528.9;43.15;
0.0107889;533.4;54.98;
0.0107896;537.4;66.25;
0.0107902;541;77.07;
0.0107909;544.2;87.29;
0.0107917;547.7;98.66;
0.0107924;550.8;109.4;
0.0107932;553.5;119.2;
0.0107939;555.9;128;
0.0107946;557.9;135.8;
0.0107953;559.7;142.6;
0.0107959;561.3;148.6;
0.0107966;562.7;153.8;
0.0107973;563.8;158.2;
0.0107979;564.9;161.9;
0.0107985;565.8;164.7;
0.0107991;566.6;167;
0.0107997;567.3;168.6;
0.0108003;567.9;169.7;
0.0108008;568.4;170.3;
0.0108014;568.9;170.4;
0.0108019;569.3;170.2;
0.0108024;569.6;169.6;
0.0108029;570;168.6;
0.0108034;570.3;167.5;
0.0108039;570.6;166.1;
0.0108046;570.9;163.7;
0.0108053;571.3;160.5;
0.0108061;571.7;157.1;
0.0108068;572;153.4;
0.0108075;572.4;149.6;
0.0108082;572.8;145.7;
0.0108088;573.1;141.7;
0.0108095;573.5;137.7;
0.0108101;573.9;133.8;
0.0108107;574.4;130.1;
0.0108114;574.9;125.4;
0.0108122;575.6;120.8;
0.0108129;576.2;116.4;
0.0108136;577;112.2;
0.0108143;577.7;108.2;
0.0108149;578.6;104.5;
0.0108156;579.4;100.9;
0.0108162;580.3;97.6;
0.010817;581.5;93.86;
0.0108178;582.7;90.32;
0.0108185;583.9;87.04;
0.0108192;585.2;84;
0.0108199;586.5;81.19;
0.0108206;587.8;78.61;
0.0108213;589.1;76.19;
0.0108219;590.4;73.94;
0.0108225;591.6;71.85;
0.0108231;592.9;69.91;
0.0108237;594;68.11;
0.0108242;595.2;66.4;
0.0108248;596.4;64.77;
0.0108253;597.5;63.23;
0.0108258;598.5;61.88;
0.0108265;600;59.99;
0.0108272;601.4;58.22;
0.0108279;602.9;56.58;
0.0108286;604.2;55.1;
